Time(ROS) Frame LO(m) AO(deg)
1570701935.958946228 0580 0.21647 -21.76577
1570701935.252456188 0581 0.21622 -21.77723
1570701935.436087132 0582 0.21570 -21.73139
1570701935.580307961 0583 0.21533 -21.69931
1570701935.754173756 0584 0.21427 -21.66436
1570701935.913844585 0585 0.21328 -21.66035
1570701936.810746670 0586 0.21245 -21.66722
1570701936.244327545 0587 0.21143 -21.65576
1570701936.407894850 0588 0.21077 -21.62253
1570701936.580188513 0589 0.21115 -21.59216
1570701936.740098953 0590 0.21154 -21.56867
1570701936.906376362 0591 0.21192 -21.51940
1570701937.706425428 0592 0.21272 -21.47299
1570701937.239020824 0593 0.21404 -21.44434
1570701937.402269840 0594 0.21484 -21.41913
1570701937.576067209 0595 0.21562 -21.40194
1570701937.733455658 0596 0.21610 -21.38705
1570701937.899683714 0597 0.21553 -21.35611
1570701938.707428217 0598 0.21418 -21.30912
